Track_Name,Artist_Name,Album_Name,Disc_Number,Track_Number,Track_Duration_(ms),Added_At
Physical,Dua Lipa,Future Nostalgia,1,4,193829,2020-05-02T00:04:56Z
Me And My Broken Heart,Rixton,Me And My Broken Heart,1,1,193826,2019-04-25T19:02:40Z
Lonely Boy,The Black Keys,El Camino,1,1,193653,2019-05-28T15:12:53Z
You Got The Love - New Voyager Radio Edit,"The Source & Candi Staton, The Source, Candi Staton",You Got the Love,1,9,193600,2019-04-25T18:54:14Z
Reload (feat. Chip) - Radio Edit,"Wiley, Chip",Reload (ft. Chip),1,1,193500,2019-04-25T18:48:55Z
Goodbye,Circa Waves,Different Creatures,1,3,193453,2020-03-11T10:41:45Z
How Peculiar,Robbie Williams,Escapology,1,1,193400,2019-04-25T18:34:28Z
Faith - Remastered,George Michael,Faith,1,1,193200,2019-09-05T13:29:15Z
1901,Phoenix,Wolfgang Amadeus Phoenix,1,2,193120,2019-04-30T17:08:45Z
Team,Lorde,Pure Heroine (Extended),1,6,193058,2019-04-25T18:26:10Z
Times Won’t Change Me,Circa Waves,What’s It Like Over There?,1,3,193038,2019-07-03T15:43:32Z
Tiptoe,Imagine Dragons,Night Visions (Deluxe),1,2,193000,2019-07-03T15:33:47Z
Feels Like We Only Go Backwards,Tame Impala,Lonerism,1,7,192960,2019-08-12T17:22:15Z
Starz In Their Eyes - Radio Edit,Just Jack,Starz In Their Eyes (Esingle),1,1,192946,2019-04-25T18:54:14Z
On The Luna,Foals,Part 1 Everything Not Saved Will Be Lost,1,6,192695,2019-04-25T18:22:14Z
Honey Whiskey,Nothing But Thieves,Nothing But Thieves (Deluxe),1,13,191946,2019-04-25T18:30:44Z
Howlin' For You,The Black Keys,Brothers,1,4,191800,2019-08-05T16:56:19Z
The Day We Caught The Train,Ocean Colour Scene,Songs For The Front Row - The Best Of Ocean Colour Scene,1,2,191640,2019-06-25T14:22:58Z
Can We Dance,The Vamps,Can We Dance,1,1,191402,2019-04-25T19:05:53Z
The Mother We Share,CHVRCHES,The Bones Of What You Believe (Special Edition),1,1,191293,2019-04-25T18:17:54Z
Let's Dance to Joy Division,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",1,8,191293,2019-04-25T18:50:13Z
Pack Up,Eliza Doolittle,Eliza Doolittle,1,11,191026,2019-08-20T17:18:58Z
High Hopes,Panic! At The Disco,Pray for the Wicked,1,4,190946,2019-04-25T22:27:04Z
Luna,Bombay Bicycle Club,"So Long, See You Tomorrow",1,6,190866,2019-04-25T18:14:12Z
You're Not Stubborn,Two Door Cinema Club,Tourist History,1,10,190866,2020-02-14T14:23:20Z
Wolves,"Digitalism, Youngblood Hawke",Wolves,1,1,190777,2019-04-25T18:48:55Z
We Belong Together (feat. Danielle Haim),"Vampire Weekend, Danielle Haim",Father of the Bride,1,15,190733,2019-12-19T17:59:36Z
Wait No More,Bare Noize,Wait No More,1,1,190696,2019-04-25T18:54:49Z
Ladbroke Grove,AJ Tracey,AJ Tracey,1,11,190537,2019-08-12T13:57:31Z
Dance Dance,Cage The Elephant,Social Cues,1,10,190466,2019-10-24T12:20:05Z
Royals,Lorde,Pure Heroine,1,3,190185,2019-04-25T18:11:58Z
Operators,Jetta,Start A Riot,1,4,190149,2019-04-25T20:08:46Z
Earthquake (DJ Fresh vs. Diplo) (feat. Dominique Young Unique) - Edit,"DJ Fresh, Diplo, Dominique Young Unique",Earthquake (DJ Fresh vs. Diplo) [Remixes] (feat. Dominique Young Unique),1,1,189994,2019-04-25T18:48:55Z
Maps,Maroon 5,V (Deluxe),1,1,189973,2019-04-25T18:27:58Z
On Top Of The World,Imagine Dragons,Night Visions (Deluxe),1,5,189840,2019-07-03T15:33:27Z
Homemade Dynamite,Lorde,Melodrama,1,3,189796,2019-04-25T18:26:32Z
Bad Decisions,Bastille,Doom Days,1,2,189728,2019-07-06T15:53:09Z
What You Know,Two Door Cinema Club,Tourist History,1,8,189693,2019-04-25T18:11:58Z
Talking Dreams,Echosmith,Talking Dreams (Deluxe Version),1,7,189573,2019-04-25T18:20:10Z
Natural,Imagine Dragons,Origins (Deluxe),1,1,189466,2019-07-03T15:34:44Z
Say Amen (Saturday Night),Panic! At The Disco,Pray for the Wicked,1,2,189186,2019-04-25T22:30:40Z
Blood Hands,Royal Blood,Royal Blood,1,5,189160,2019-04-25T18:35:41Z
Saviour,Circa Waves,What’s It Like Over There?,1,10,189001,2019-07-03T15:43:32Z
When Love Takes Over (feat. Kelly Rowland),David Guetta,When Love Takes Over,1,1,189000,2019-04-25T19:06:24Z
Attracting Flies,AlunaGeorge,Body Music,1,3,188958,2019-04-25T18:48:55Z
Accidentally In Love,Counting Crows,00s Anthems,1,14,188893,2019-09-02T15:36:34Z
"maybe, i'm afraid",lovelytheband,finding it hard to smile,1,10,188734,2019-04-25T18:53:21Z
Miracle,CHVRCHES,Love Is Dead,1,7,188251,2019-04-25T18:17:54Z
Still Sane,Lorde,Pure Heroine (Extended),1,8,188133,2019-04-25T18:26:10Z
Black Skinhead,Kanye West,Yeezus,1,2,188013,2019-04-25T18:48:55Z
Imagine - 2010 Mix,John Lennon,Imagine,1,1,187866,2019-08-12T14:36:33Z
Ten Tonne Skeleton,Royal Blood,Royal Blood,1,9,187853,2019-04-25T18:35:41Z
Grace Kelly,MIKA,Life In Cartoon Motion,1,1,187733,2020-01-07T23:07:27Z
Sun,Two Door Cinema Club,Beacon,1,4,187720,2019-04-25T18:42:13Z
Thunder,Imagine Dragons,Evolve,1,10,187146,2019-07-03T15:35:14Z
Someday,The Strokes,Is This It,1,5,187133,2019-12-14T16:42:38Z
Black Bull,Foals,Part 2 Everything Not Saved Will Be Lost,1,4,187026,2019-11-01T21:10:08Z
It's The Little Things We Do,The Zutons,Tired Of Hanging Around,1,2,187013,2019-08-12T16:17:04Z
Never Miss A Beat,Kaiser Chiefs,Off With Their Heads,1,2,186946,2019-04-25T19:04:01Z
Down With The Trumpets,Rizzle Kicks,Stereo Typical,1,4,186851,2019-04-25T19:14:23Z
Radioactive,Imagine Dragons,Night Visions (Deluxe),1,1,186813,2019-04-25T18:11:58Z
"Hell, Yeah",Nothing But Thieves,Broken Machine (Deluxe),1,10,186600,2019-04-25T18:32:00Z
Laura Palmer,Bastille,All This Bad Blood,1,11,186280,2019-04-25T18:09:29Z
Ain't Nobody (Loves Me Better),"Felix Jaehn, Jasmine Thompson",Ain't Nobody (Loves Me Better),1,1,186146,2019-04-25T19:00:34Z
DNA.,Kendrick Lamar,DAMN.,1,2,185946,2019-04-25T20:13:13Z
I Wanna Feel - Radio Edit,Secondcity,I Wanna Feel (Radio Edit),1,1,185934,2019-04-25T18:48:55Z
Is It Real,Bombay Bicycle Club,Everything Else Has Gone Wrong,1,2,185800,2020-01-18T16:38:44Z
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,"Ivan Gough, Feenixpawl, Georgi Kay, Axwell",In My Mind (feat. Georgi Kay),1,2,185624,2020-01-07T21:51:12Z
White Onions,Foals,Part 1 Everything Not Saved Will Be Lost,1,3,185610,2019-04-25T18:22:14Z
What Would I Change It To (feat. AlunaGeorge),"Avicii, AlunaGeorge",AV?CI (01),1,5,185454,2019-04-25T18:57:01Z
Lucky Strike,Maroon 5,Overexposed,1,4,185280,2019-04-25T18:27:10Z
Parklife - 2012 Remaster,Blur,Parklife [Special Edition],1,4,185093,2019-04-25T19:14:49Z
That's Not Me,"Skepta, Jme",That's Not Me,1,1,184856,2019-04-25T19:02:51Z
Armistice,Phoenix,Wolfgang Amadeus Phoenix,1,10,184813,2019-07-03T15:44:55Z
